fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
10.4,0.26932775,0.515396862,2.125863894,0.077932775,5.674136106,21.32586389,0.998316901,3.253258639,0.92875811,10.93034556,7
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7
11.47329135,0.332670865,0.569006297,3.19596452,0.080260866,35.31677162,67.95031485,1.000073291,3.304161419,0.912608662,10.92670865,7
9.218226345,0.406354731,0.500911317,2.486330241,0.055865751,12.04556586,25,0.995194988,3.340911317,0.788633024,13.25899072,7
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7
8.7417244,0.424730562,0.459549653,2.46150885,0.053285989,13.1978445,26.4064665,0.994960431,3.326924557,0.857463433,13.06366435,7
9.095498813,0.292475653,0.334051068,2.062378263,0.062752435,13,27,0.995156399,3.261350356,0.841350356,11.73826009,7
10.37347397,0.441796924,0.723753549,6.504221212,0.073922989,37.803194,75.52937694,0.99896235,3.171882492,0.846748423,11.98288643,7
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
11.56504826,0.323495174,0.555242761,2.909224187,0.080796115,35.08737935,67.26213805,1.000165048,3.315631033,0.917961149,10.83495174,7
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7
9.41153776,0.392656335,0.310132109,1.661898885,0.073578122,9.061300049,22.97956665,0.996579567,3.251430334,0.846117664,10.59387,7
10.44356805,0.24,0.44257278,1.8,0.075871361,6,21.43568049,0.9976,3.23257278,1.033070415,10.8,7
10.44615565,0.288459916,0.533073138,2.338443514,0.080769105,5.461556486,22,0.998784576,3.236922176,0.883082511,11.01537741,7
10.43767873,0.24,0.444928509,1.8,0.075753575,6,21.37678727,0.9976,3.234928509,1.031303618,10.8,7
10.2,0.489408747,0.629408747,2.914190075,0.072236501,10.01182506,25.97634988,0.996807686,3.161537258,0.782483263,12.49408747,7
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7
10.45232459,0.271394755,0.488778526,1.93081148,0.078139476,6,20.73837704,0.997380237,3.221221474,0.941513112,10.87848689,7
10.45238815,0.24,0.43904474,1.8,0.076047763,6,21.5238815,0.9976,3.22904474,1.035716445,10.8,7
7.572281347,0.633663119,0.034035168,1.272608359,0.065862224,15.3630418,21.99836494,0.994781521,3.374116921,0.479529847,10.06353231,7
13.07063382,0.306190554,0.721666531,2.624602332,0.085484134,22.86507872,42.73015743,0.998431348,3.037301574,0.690793703,11.19761808,7
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
10.53586748,0.510652136,0.640652136,2.440758501,0.107456495,6,14.9673932,0.997316303,3.088695728,0.662608544,11.79021796,7
11.40909588,0.526529016,0.656529016,3.433063498,0.118570311,6,14.1735492,0.997713225,3.056941968,0.726116064,11.55206476,7
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
12.69028561,0.35466032,0.552914318,5.427174413,0.066,5.466031984,35.69904798,1.001166984,3.20466032,0.64601904,12.23301599,7
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7
12.80979441,0.589044811,0.643349502,5.8,0.08133495,6.804111784,41.31439124,1.002121645,3.082732734,0.723143912,10.19588822,7
10.19879028,0.187034337,0.466758584,1.84189646,0.074581035,10,21,0.996391446,3.22984522,0.71810354,11.06207079,7
10.21347752,0.422921798,0.49,2.614608992,0.076679784,10.89326124,19.21347752,0.99643876,3.20331531,0.633202163,11.41854411,7
11.95067373,0.353989405,0.573854659,2.491915242,0.091264195,10,21.9865254,0.99878383,3.063854659,0.753719913,10.14663135,7
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7
10.80142899,0.300412711,0.434523833,2.882222437,0.084863495,50.67142995,75.19206549,0.999271699,3.351777756,0.796984112,10.51507944,7
10.82016366,0.33448568,0.44336061,2.676680305,0.093650205,16.4663939,47.23319695,0.998483402,3.145651665,1.001344244,10.6,7
10.63667833,0.302011695,0.466035086,2.668046781,0.090644912,16,47,0.998175022,3.164734506,0.981656137,10.71183627,7
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7
10.12424472,0.358179755,0.497575528,2.448489434,0.093089877,5.757552832,13,0.996713663,3.178783982,0.671820245,11.33330812,7
10.11498504,0.366513464,0.498501496,2.42997008,0.097256732,5.850149602,13,0.996605325,3.194525432,0.663486536,11.43516456,7
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7
9.80070209,0.430035104,0.486678368,3.33111005,0.075339184,10.66783682,19.33216318,0.996632163,3.26653795,0.683146109,11.79929791,7
9.075567862,0.593215375,0.291945983,2.052617729,0.111067175,6.508725764,23.49127424,0.996989529,3.26648338,0.841596952,10.54389197,7
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7
7.385769763,0.706822468,0.025730929,1.414424407,0.081725104,13.28460474,21.42884881,0.994985964,3.381423024,0.508596393,10.04288488,7
7.53366314,0.645326737,0.046732628,3.443166148,0.088366314,10.32673719,16.32673719,0.99637584,3.380653474,0.572811782,10.04673263,7
8.784904003,0.334679759,0.405320241,5.9015096,0.073634032,6.969808005,12.96980801,0.996607475,3.30105672,0.62105672,12.06980801,7
8.83790973,0.411045135,0.368954865,2.386270809,0.067379097,11.3790973,28,0.995338095,3.288627081,0.725163892,12.16536811,7
8.798215685,0.430892157,0.349107843,2.505352944,0.066982157,10.98215685,28,0.995643739,3.300535294,0.709286274,11.8875098,7
11.46819773,0.516972413,0.523241842,1.377370116,0.072094805,22.09480464,39.62386218,0.997615292,2.973180227,0.656238622,10.44342529,7
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7
9.832703108,0.395648668,0.469594617,1.560540511,0.044905411,21.39459489,42,0.995800595,3.176864817,0.784351332,10.74081077,7
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7
5.203697171,0.525374126,0.057033444,1.959242928,0.046073943,15.03697171,87.55545757,0.992214842,3.549630283,0.908890849,13.2629401,7
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7
7.583605,0.546870909,0.100550864,1.406258182,0.058812255,12.16395,18.16395,0.994409211,3.359061273,0.531877455,10.64455682,7
8.274317894,0.272622779,0.382459074,1.974863579,0.047032741,4.251364213,10,0.99394295,3.27,0.667268084,12.17322652,7
7.353329553,0.628075628,0.023702024,1.271106071,0.064229684,14.34819435,20.34819435,0.994538375,3.386444696,0.483628664,10.16591417,7
8.351837728,0.257224341,0.392408114,2.096324545,0.043648925,4,10,0.993787757,3.284448682,0.707591886,12.57224341,7
5.841603771,0.397401509,0.128058113,1.987007547,0.058169321,16.75328302,40.49343397,0.992202889,3.585708302,0.792729811,13.8493434,7
7.077110515,0.628639758,0,1.283583557,0.063421199,15.09287062,22.950283,0.994315816,3.419718598,0.495075067,10.37148248,7
6.92101993,0.344440295,0.323457712,1.886442807,0.064060945,4,8,0.993197637,3.366915425,0.565559705,12.4888059,7
7.84319185,0.330058574,0.357159593,1.95680815,0.062869694,4.857979626,9.715959252,0.994319239,3.288462649,0.554202037,11.17159593,7
7.061490898,0.326379742,0.327471169,1.986779213,0.060649507,4,8,0.993659184,3.374942337,0.583620258,12.12759483,7
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
7.366349324,0.28,0.383654339,2.177883559,0.041615525,35.62980593,101.1105822,0.992957415,3.274807763,0.523269865,11.25576712,7
8.18081792,0.28,0.510349454,1.906394027,0.07781413,35.17732338,102.4680299,0.995789956,3.292907065,0.686163584,10.71278805,7
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
6.751118893,0.311523317,0.256144517,2.297762214,0.016515502,34.21083875,93.26934578,0.990977385,3.27107576,0.396815852,11.55516314,7
9.499264961,0.382946398,0.27490812,1.514180709,0.072854518,10.28728937,26.4981624,0.996265158,3.272182234,0.752762638,10.94254213,7
10.40380663,0.30887479,0.393883179,1.712520973,0.077250419,9,28,0.997021556,3.235499161,0.823248742,11.15499161,7
8.800187114,0.467834422,0.303578111,2.714125331,0.06664406,9.928437776,28,0.9964229,3.3235594,0.681449956,11.2,7
9.984853471,0.355438885,0.405438885,2.385886348,0.081478485,10.17383845,32.23924232,0.996649828,3.29282273,0.82282273,12.04130808,7
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7
7.458373646,0.694872533,0.010558243,1.886285801,0.068167473,12.36043923,17.30461492,0.995011771,3.453349459,0.596698917,10.89745066,7
7.161985285,0.607975733,0.002479411,2.149588228,0.088520589,9.12397057,14,0.994941985,3.431157351,0.569835291,11.52479411,7
7.686447628,0.580835063,0.115092391,2.269472992,0.066101301,9.135523719,14.28815876,0.995149473,3.455249836,0.735934288,11.75763175,7
9.495883139,0.282342813,0.407028438,2.589371251,0.082383981,16,47,0.997128638,3.274880249,0.887245501,10.98720062,7
7.72229723,0.254028715,0.310143577,2.320861461,0.061654559,17.79138539,48.19425693,0.996369932,3.4,0.768057431,11.06114861,7
10.48902166,0.299465891,0.458397672,2.657863563,0.089575674,16,47,0.998039585,3.178991012,0.969436276,10.74747753,7
9.917457914,0.427163358,0.316618472,1.99018127,0.064778161,16.58545533,32.41454467,0.997067272,3.328254209,0.678290893,10.68290893,7
7.727261821,0.614071165,0.045639331,1.24855248,0.063931845,15.19420992,22.06815455,0.994819457,3.36669481,0.489420992,10.05826298,7
9.037435964,0.316358861,0.395025614,2.100512289,0.089523053,6,10,0.995845333,3.167435964,0.58,11.60051229,7
8.952400627,0.22639993,0.374919979,1.698399582,0.065524006,6,10,0.99549376,3.243119944,0.59639993,11.11639993,7
10.37000224,0.376077217,0.457923232,2.088462402,0.103146218,6,10,0.996614156,3.122538272,0.648384736,11.78384736,7
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
8.121266806,0.316787332,0.427149328,2.732126681,0.105606334,7.678733194,16.67873319,0.996940905,3.323574664,0.783212668,11.25701344,7
8.529197448,0.282919745,0.354866241,1.807057308,0.065671592,6.097324826,15.09732483,0.995327592,3.300973248,0.744866241,11.8,7
7.941969407,0.504486934,0.171191842,1.884767367,0.083831103,11.57616316,18.86010198,0.995259089,3.355761632,0.606953473,10.77036329,7
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
8.95762811,0.499501507,0.349252261,2.34376884,0.063950151,30.02492464,54.97507536,0.996543818,3.226869348,0.718255275,11.02382913,7
8.297481486,0.308740743,0.388740743,2.402518514,0.077874074,16.97481486,43.10074056,0.994477778,3.312266663,0.770251851,12.46977783,7
8.030239962,0.401718413,0.284793585,2.076287954,0.07449312,16.46047992,37.06527916,0.994483162,3.331580803,0.689071988,11.8255999,7
8.10669784,0.316253893,0.367827105,2.382943927,0.076294393,16.94314642,42.94314642,0.994275125,3.332741431,0.768294393,12.58528036,7
8.247963655,0.283981827,0.363981827,2.452036345,0.075398183,16.47963655,45.08145382,0.995220545,3.356832711,0.775203635,11.87556386,7
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
7.383593719,0.637460942,0.083593719,2.203124629,0.077539058,15.83593719,31.03124629,0.996907187,3.548828066,0.653906182,10.66874975,7
7.395088472,0.635736729,0.095088472,2.341061661,0.079263271,15.95088472,32.41061661,0.997224442,3.570668096,0.679194638,10.76070777,7
6.740388163,0.783412663,0.034038816,2.647354439,0.073403882,16.8245148,33.8245148,0.995826402,3.58,0.854902959,12.03677219,7
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
7.090694248,0.510059082,0.067267356,5.63663219,0.081075333,10.27326438,18,0.996665111,3.380930575,0.655406206,11.09069425,7
6.859758546,0.597171025,0.052828975,5.426317962,0.060597585,11.47806836,18.35855127,0.996008773,3.407609658,0.575657949,10.70438633,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
7.138400734,0.630608088,0.019391912,2.75135295,0.063384007,13.70720588,20.03040441,0.995117118,3.396463971,0.508783824,10.25855882,7
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
9.076060163,0.450069772,0.505351577,4.211272196,0.098535158,3,10,0.996046624,3.23112722,0.607606016,12.13521203,7
8.718347453,0.477772095,0.310685633,3.496372067,0.084586703,6.895157409,13.57056096,0.995808972,3.308951574,0.584818603,11.48588781,7
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
8.950094653,0.241005679,0.345996214,1.970018931,0.068901325,47.39848556,69.99810695,0.997195312,3.448994321,0.862998107,10.43984856,7
8.430424248,0.33,0.406957575,2.626060621,0.067717576,9.326060621,19.67393938,0.994396945,3.35391515,0.756957575,12.47175757,7
8.531113551,0.33,0.396888645,2.877783879,0.065955513,9.577783879,19.42221612,0.994502669,3.33377729,0.746888645,12.29555129,7
8.485704002,0.378981943,0.321833943,2.978556002,0.063306137,10.76534285,19.30613714,0.994667755,3.313776171,0.690202172,11.69386286,7
7.2,0.373879989,0.404480045,2.585799609,0.069836003,23.30600056,42.61200112,0.994104681,3.358360034,0.759780073,12.31859894,7
7.219999611,0.433998948,0.30400148,2.480006231,0.067400012,21.40003116,37.80008179,0.993767996,3.349999805,0.670000974,12.32001129,7
8.225610927,0.521219349,0.209268557,1.602439533,0.068621956,14.19512093,22.60975813,0.994797195,3.377926814,0.586707465,10.96585488,7
9.270650712,0.395869858,0.503532536,2.447011966,0.058355909,12.17662678,25,0.995180571,3.343532536,0.784701197,13.1410359,7
9.231555678,0.303422216,0.428725937,4.05303721,0.071416298,9.557036935,18.11407387,0.994750874,3.251274063,0.636977756,12.22148153,7
9.77069933,0.306204188,0.487413987,4.896559464,0.079413987,9.25860134,17.77580402,0.995476159,3.228790201,0.589822362,12.4224196,7
9.33453357,0.313980722,0.402038555,5.104716006,0.083466024,9.209432011,17.20943201,0.995258864,3.227697762,0.553509122,12.22773839,7
11.00057333,0.3219312,0.4810516,2.690057333,0.093801147,15.70171999,47.49713335,0.998574149,3.129942667,0.982217866,10.540344,7
10.34467592,0.400638889,0.422020833,2.624467592,0.092489352,13.73402777,50.77662039,0.998403616,3.195532408,0.732976851,10.14680555,7
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
8.464567992,0.313713999,0.465314801,3.745144003,0.0954856,11.27427999,24,0.995119883,3.259028801,0.656456799,12.072572,7
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7
10.38031705,0.259682954,0.456063409,1.819682954,0.074606341,6.098414769,20.90158523,0.997409075,3.239174375,0.997364603,10.82952443,7
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7
10.58271476,0.363457049,0.563518034,2.287036067,0.08630859,6.043213109,20,0.996712466,3.14,0.723024918,11.1,7
10.2,0.488598674,0.628598674,2.933631814,0.07256053,10.02802651,25.94394698,0.996818217,3.163643446,0.785885567,12.48598674,7
7.47171298,0.637565612,0.034342596,1.37171298,0.066598707,14.76315451,21.17763412,0.994768752,3.384078863,0.500789914,10.11842274,7
8.574387804,0.557716745,0.254877561,2.474387804,0.07686499,13.24222372,22.31833221,0.995852416,3.346055593,0.698510917,10.87888814,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
8.429853247,0.284551364,0.426492662,2.191788961,0.07108211,9.216422078,20.21642208,0.994532692,3.386492662,0.767835779,12.52686234,7
7.922323337,0.443855395,0.175028439,1.433371251,0.068889521,13.05523957,21,0.994957836,3.397779042,0.582796105,10.73900896,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
8.566516593,0.236719193,0.43332583,2.077902839,0.072220972,9.444194321,20.44419432,0.994819685,3.39332583,0.765558057,12.34464454,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
8.973025221,0.377639707,0.409662815,2.393256305,0.101482669,6,10,0.996017071,3.136069325,0.583371847,11.87639707,7
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7
7.936893963,0.336310604,0.364919195,1.936893963,0.064139141,5.122979876,10,0.994333886,3.274919195,0.557217183,11.2,7
10.39706572,0.379413144,0.460293428,2.1,0.103237087,5.985328589,9.985328589,0.996609777,3.121173713,0.650586856,11.80440142,7
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7
6.606189783,0.398175181,0.339935769,2.368729928,0.079449343,24.31270072,34.62540144,0.994949445,3.34628613,0.771856935,11.50618978,7
7.045217302,0.627352649,0.033971026,1.511401075,0.080570054,17.83091886,25.24637829,0.994767024,3.412647351,0.537942053,10.36801945,7
6.925829747,0.456070221,0.21640212,2.387638291,0.103348725,25.43819146,35.56180854,0.994475748,3.360452136,0.657417025,11.82582975,7
9.123622978,0.38,0.414415106,2.373509362,0.103088302,6,10,0.996092981,3.129116979,0.586181149,11.89116979,7
8.244402909,0.313885255,0.400555036,2.211100727,0.060497664,6,10,0.995397742,3.300009345,0.674449636,11.23885255,7
7.516465846,0.61562013,0.052206469,1.352799421,0.069838648,13.85400435,19.59933864,0.994783359,3.356893459,0.484006614,10.24193242,7
8.937463703,0.492101714,0.292404233,1.901770158,0.08780753,9.736723813,16.32153228,0.995670199,3.290582561,0.575265524,10.93569354,7
10.10400276,0.381300898,0.501400967,2.4,0.104030021,6,13.02001381,0.996438706,3.218699102,0.650100069,11.60200138,7
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7
7.923701488,0.516943683,0.170478407,3.154264662,0.068326408,11.67359206,17.67359206,0.995423286,3.352577911,0.532370149,10.87318208,7
9.202772701,0.356851513,0.423425757,6.000693175,0.072328712,6.664356083,13.33564392,0.996727683,3.269792047,0.576366291,11.99930682,7
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7
10.01926224,0.312343999,0.349218667,1.652088878,0.074635378,9,28.02604444,0.996653326,3.241041778,0.821144891,11.20260444,7
9.797361713,0.339919704,0.389942646,1.401032373,0.065981647,3.001147081,7.001147081,0.994700459,3.190240887,0.550103237,11.39954117,7
9.8,0.300454564,0.39,1.696590773,0.062045456,3,8.977271822,0.994798864,3.140568204,0.569772718,11.49886359,7
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
6.424651431,0.539474022,0.126869451,2.263434725,0.075898923,3.317173627,10.68282637,0.993710222,3.589474022,0.652202154,12.8,7
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
7.2838857,0.413893628,0.259059338,2.329529669,0.064332308,3.647648346,10.35235165,0.993637517,3.463893628,0.675335384,12.8,7
7.312740872,0.635985041,0.019111308,1.26370436,0.064808887,14.42666076,20.42666076,0.994622297,3.393185218,0.48592609,10.09555654,7
8.092854066,0.318839863,0.433392165,2.125893242,0.084973095,6,12,0.994305271,3.306607835,0.645893242,12.16696082,7
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
7.662501091,0.682234686,0.14268951,2.042423978,0.05867803,31.67802997,47.67802997,0.995702273,3.436287793,0.643712207,11.75265095,7
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
8.915522788,0.259253798,0.342298481,1.834776586,0.058080608,13,27,0.994409793,3.186209115,0.68626899,11.45403038,7
7.032527308,0.346712725,0.333287275,1.899654561,0.064508636,4,8.332181869,0.992926229,3.355017272,0.57491364,12.8,7
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
6.864229406,0.397253055,0.27889318,1.722924713,0.066743082,5.413046924,9.669964547,0.993031226,3.363853764,0.539723295,12.44031533,7
7.231665957,0.610366255,0.043733787,1.282000851,0.065273336,13.49665106,19.22331489,0.994353997,3.385899957,0.480933447,10.38267064,7
8.922348371,0.369943233,0.39217807,2.183238722,0.067441291,12.11174186,27.88825814,0.994893523,3.268882581,0.760056767,12.49943233,7
8.463159239,0.417368152,0.21324586,1.749269641,0.063707601,13.70760085,24.87719746,0.994961872,3.305994055,0.709093844,11.09853928,7
7.348908247,0.640490063,0.009238224,1.221736999,0.064972829,14.91848625,21.10868499,0.994615216,3.386467738,0.480053362,10.04619112,7
9.192808604,0.402089465,0.488493767,2.464043022,0.055647226,12,25,0.995197123,3.334246884,0.793595698,13.18493767,7
8.612141451,0.394861385,0.247848941,1.783173978,0.064271033,12.81309758,23.91586989,0.995008222,3.295234229,0.739717965,11.2392447,7
9.224983704,0.372498872,0.444997744,3.724993732,0.105500226,11.75001254,24,0.995979975,3.244999248,0.772496365,12,7
8.351857536,0.452776712,0.262964384,2.777786303,0.094583493,13.02776712,22.97223288,0.995185096,3.284814246,0.621204521,11.31482192,7
10.19264902,0.439491086,0.578982172,4.097172699,0.092101783,11.0056546,24,0.997438917,3.289660724,0.988360165,12,7
8.460207851,0.28,0.471989607,1.993194766,0.08605766,6.267013085,12,0.993935813,3.257329869,0.601309084,12.37329869,7
7.534281823,0.595822328,0.065891763,1.27321307,0.065292852,13.82859089,19.68216475,0.994444788,3.369500341,0.481714091,10.33678012,7
9.089928666,0.2945321,0.333524967,2.0575535,0.063251783,12.94964333,27.05035667,0.995144893,3.260503567,0.8354679,11.745321,7
8.38733167,0.466512781,0.271832918,1.879582294,0.067038747,12.96125312,25.75707606,0.994776691,3.308450125,0.660283042,11.76691396,7
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
7.992980809,0.484781237,0.160152665,1.983113006,0.083239062,12,18.36622601,0.995189257,3.254079318,0.614933902,10.97609382,7
7.605836965,0.596478531,0.007645924,1.658755448,0.082585626,12.70622276,18.70622276,0.99542576,3.336478531,0.538813317,10.38229621,7
7.443343982,0.624914803,0.0035836,1.415015973,0.073242279,13.92492013,19.92492013,0.994987029,3.364914803,0.502252396,10.17917998,7
8.415706429,0.34739541,0.376799545,2.247316518,0.076369771,12,18.89463304,0.994481192,3.158966053,0.694194955,11.66302295,7
8.356091542,0.366770249,0.346246915,2.210057214,0.077338512,12,18.82011443,0.994581047,3.172379403,0.683017164,11.56614876,7
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
7.297012908,0.550597418,0.009850645,1.804480638,0.092970129,9,14.98506454,0.995136117,3.351045482,0.579551936,11.00746773,7
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
7.3,0.641620408,0.000837959,1.250277553,0.067346286,14.49722447,20.49722447,0.99464525,3.386648163,0.479217551,10.08379592,7
7.3,0.555288646,0.009471135,1.768268126,0.091519179,9.317318735,15.31731874,0.995111441,3.352115458,0.57418249,10.94711354,7
